item_id,item_name,item_type,nutrition_flag,wartość,kcal,fat,saturated_fat,carbohydrates,sugar,protein,salt,polyols,starch,fiber,monounsaturated fatty acids,polyunsaturated fatty acids
0000007719,"Piątnica  Koktajl białkowy - truskawka, banan 250 ml",nabial,Y,w porcji 100 g,88 kcal,1.2 g,0.7 g,9 g,9 g,10.2 g,0.09 g,,,,,
0000006521,Piątnica Skyr jogurt pitny typu islandzkiego wanilia 330 ml,nabial,Y,w porcji 100 g,78 kcal,1.5 g,1.1 g,9.5 g,9 g,6.5 g,0.08 g,,,,,
0000002315,Fruvita 0% jogurt pitny truskawkowy 400 g,nabial,Y,w porcji 100 g,41 kcal,0.2 g,0.1 g,6 g,4.8 g,3.7 g,0.13 g,,,0.06 g,,
0000005324,Go Bio Kefir naturalny 500 g,nabial,Y,w porcji 100 g,43 kcal,1.5 g,0.9 g,4 g,4 g,3.4 g,0.1 g,,,,,
0000001827,Delikate Serek naturalny 400 g,nabial,Y,w porcji 100 g,112 kcal,7.5 g,4.9 g,4 g,4 g,6.9 g,0.1 g,,,0 g,,
0000005477,Sierpc Ser królewski Light plastry 135 g,nabial,Y,w porcji 100 g,301 kcal,19 g,12 g,1.6 g,0 g,31 g,1.4 g,,,,,
0000007265,Go Vege Cocojogu Wegański deser truskawka 150g,nabial,Y,w porcji 100 g,93 kcal,4.3 g,3.9 g,12.9 g,7.5 g,0.4 g,0.04 g,,,0.5 g,,
0000019311,Alpro Skyr Style sojowy mango 150 g,nabial,Y,w porcji 100 g,84 kcal,3 g,0.5 g,8.4 g,8.1 g,5.2 g,0.26 g,,,1.2 g,,
0000006447,Galbani Ricotta  250 g,nabial,Y,w porcji 100 g,111 kcal,7 g,5.5 g,5 g,5 g,7 g,0.3 g,,,,,
0000005187,Delikate Kremowy bawarski ser Caractere 150 g,nabial,Y,w porcji 100 g,442 kcal,43 g,29 g,0.1 g,0.1 g,13.7 g,1.6 g,,,,,
0000006909,Müllermilch Napój mleczny SHAKE o smaku czekoladowo - ciasteczkowym 400 g,nabial,Y,w porcji 100 g,90 kcal,3.5 g,2.4 g,11 g,10.4 g,3.4 g,0.15 g,,,,,
0000004855,Mleczna Dolina Masło bez laktozy kostka 200 g ,nabial,Y,w porcji 100 g,744 kcal,82 g,55 g,0.7 g,0.7 g,0.7 g,0 g,,,,,
0000016933,Mullermilch Protein Napój mleczny czekoladowy 400 g,nabial,Y,w porcji 100 g,60 kcal,1.5 g,1 g,5 g,5 g,6.5 g,0.13 g,,,,,
0000006730,GustoBello Gorgonzola Piccante Pikantna 150 g,nabial,Y,w porcji 100 g,344 kcal,29 g,20 g,0.9 g,0.1 g,20 g,2.82 g,,,,,
0000008006,"SM Gostyń Mleko zagęszczone niesłodzone 7,5% gostyńskie 500g",nabial,Y,w porcji 100 g,131 kcal,7.5 g,4.5 g,9.4 g,9.4 g,6.5 g,0.3 g,,,,,
0000015185,Müller Müllermilch Party Napój mleczny o smaku malinowym 400 g,nabial,Y,w porcji 100 g,68 kcal,1.3 g,0.9 g,10.9 g,10.1 g,3.2 g,0.14 g,,,,,
0000011456,Fruvita Low Carb Jogurt o smaku jagodowym 150 g,nabial,Y,w porcji 100 g,47 kcal,1.7 g,1.2 g,1.2 g,0.7 g,6.8 g,0.09 g,,,,,
0000005125,Mleczna Dolina Masło irlandzkie 200 g,nabial,Y,w porcji 100 g,743 kcal,82 g,54 g,0.7 g,0.7 g,0.6 g,0.02 g,,,,,
0000019224,Müller Müllermilch Protein Napój mleczny o smaku kokosowo-czekoladowym 400 g,nabial,Y,w porcji 100 g,62 kcal,1.7 g,1.1 g,5.1 g,5 g,6.5 g,0.14 g,,,,,
0000007717,"Piątnica  Koktajl białkowy - malina, granat 250 ml",nabial,Y,w porcji 100 g,88 kcal,1.2 g,0.7 g,9 g,9 g,10.2 g,0.09 g,,,,,
0000019289,YoPRO Jogurt pitny o smaku stracciatella 270 g,nabial,Y,w porcji 100 g,59 kcal,0.5 g,0.2 g,5.4 g,5.2 g,8.3 g,0.17 g,,,,,
0000019290,Danone YoPro Jogurt pitny smak truskawka-malina 270 g,nabial,Y,w porcji 100 g,60 kcal,0.5 g,0.2 g,5.5 g,5.2 g,8.4 g,0.17 g,,,,,
0000015442,Go Active Proteinowy ser żółty 250 g,nabial,Y,w porcji 100 g,209 kcal,8.5 g,6 g,0 g,0 g,33 g,1.5 g,,,,,
0000007266,Go Vege Cocojogu Ananas-Mango 150g,nabial,Y,w porcji 100 g,91 kcal,4.3 g,3.9 g,12.4 g,7 g,0.4 g,0.05 g,,,0.4 g,,
0000019313,Lindahls Skyr pitny truskawkowy 350 g,nabial,Y,w porcji 100 g,84 kcal,1.5 g,0.9 g,10 g,9.9 g,7.6 g,0.15 g,,,0.23 g,,
0000018562,Müllermilch Shake Napój mleczny o smaku bułeczki cynamonowej 400 g,nabial,Y,w porcji 100 g,83 kcal,3.3 g,2.2 g,9.9 g,9.6 g,3.3 g,0.15 g,,,,,
0000019312,Alpro Skyr Style sojowy waniliowy 150 g,nabial,Y,w porcji 100 g,77 kcal,3 g,0.5 g,6.8 g,6.5 g,5.1 g,0.24 g,,,1.1 g,,
0000004988,Pasłęk Pasłęcki miks tłuszczowy do smarowania 200 g,nabial,Y,w porcji 100 g,686 kcal,75 g,33 g,1.6 g,0.9 g,0.6 g,0.04 g,,,,,
0000002428,Tutti Serek truskawka 150g,nabial,Y,w porcji 100 g,121 kcal,5 g,3.3 g,13.2 g,11.4 g,5.4 g,0.1 g,,,,,
0000004395,Delikate Roladka śmietankowa z pomidorem i bazylią 100g,nabial,Y,w porcji 100 g,320 kcal,29 g,20 g,3.1 g,3.1 g,9 g,1.5 g,,,3.4 g,,
0000011368,Gusto Bello Pecorino Romano Ser owczy dojrzewający min. 5 miesięcy 150g,nabial,Y,w porcji 100 g,406 kcal,34 g,23 g,0 g,0 g,25 g,4.7 g,,,,,
0000010697,Światowid Gouda ser topiony z szynką 150 g,nabial,Y,w porcji 100 g,203 kcal,15 g,10 g,6.1 g,5 g,11 g,2 g,,,0 g,,
0000008154,Mlekovita Ser Cheddar plastry 300g,nabial,Y,w porcji 100 g,379 kcal,31 g,20 g,0 g,0 g,25 g,1.7 g,,,,,
0000000756,Wyborna extra Margaryna 40% 500 g,nabial,Y,w porcji 100 g,361 kcal,40 g,12 g,0.1 g,0.1 g,0.1 g,1 g,,,,,
0000010436,"Serek Waniliowy President, 1 kg",nabial,Y,w porcji 100 g,136 kcal,6.5 g,4.2 g,13.5 g,11.8 g,5.6 g,0.1 g,,,,,
0000019315,Lindahls Skyr pitny waniliowy  350 g,nabial,Y,w porcji 100 g,87 kcal,1.6 g,1 g,11 g,10 g,7.6 g,0.15 g,,,0.06 g,,
0000010645,Kortos Ser sałatkowy typu greckiego 160 g,nabial,Y,w porcji 100 g,202 kcal,16 g,11 g,3.5 g,3.5 g,11 g,2.7 g,,,,,
0000003473,"President Camembert Naturalny, 170 g",nabial,Y,w porcji 100 g,357 kcal,32 g,20.4 g,0.2 g,0.2 g,17 g,1.7 g,,,,,
0000000179,Rama classic 400g,nabial,Y,w porcji 100 g,530 kcal,59 g,18 g,0.5 g,0.5 g,0.5 g,0.3 g,,,,,
0000009171,Activia Jogurt pitny bez dodatku cukru czereśnia jabłko banan 270 g,nabial,Y,w porcji 100 g,41 kcal,0.5 g,0.3 g,6 g,5.7 g,3 g,0.11 g,,,,,
0000004620,Światowid Maasdamer bez laktozy 150 g,nabial,Y,w porcji 100 g,334 kcal,26 g,17 g,0 g,0 g,25 g,1.3 g,,,0 g,,
0000009172,Activia Jogurt pitny bez dodatku cukru brzoskwinia ananas banan 270 g,nabial,Y,w porcji 100 g,42 kcal,0.5 g,0.3 g,6.1 g,6.1 g,3.1 g,0.11 g,,,,,
0000009964,Pro-Activ kardio 400 g,nabial,Y,w porcji 100 g,314 kcal,35 g,8.1 g,0.5 g,0.5 g,0.5 g,0.2 g,,,,17 g,9 g
0000001424,Mleczna Dolina Maślanka truskawkowa 1 l,nabial,Y,w porcji 100 ml,72 kcal,1.5 g,1 g,11 g,9.7 g,3.5 g,0.1 g,,,,,
0000003756,Fruvita Jogurt pitny bananowy (6x100 g) 600 g ,nabial,Y,w porcji 100 g,79 kcal,1.7 g,1 g,12.8 g,12.3 g,3 g,0.1 g,,,0.1 g,,
0000019293,Danone YoPro Jogurt smak waniliowy 160 g,nabial,Y,w porcji 100 g,53 kcal,0.1 g,0.1 g,3.6 g,3.1 g,9.4 g,0.09 g,,,,,
0000004100,Światowid Serek zakopiański 200 g,nabial,Y,w porcji 100 g,271 kcal,19 g,12 g,0 g,0 g,25 g,2.5 g,,,,,
0000000128,Cafe d'Or Zabielacz Cremista do kawy i herbaty 200g,nabial,Y,w porcji 100 g,567 kcal,36 g,34 g,59 g,9.9 g,1.5 g,1.18 g,,,0 g,,
0000016942,Danacol Jogurt pitny o smaku klasycznym (4 x 100 g) 400 g,nabial,Y,w porcji 100 g,38 kcal,1.1 g,0.1 g,4.3 g,4 g,2.7 g,0.13 g,,,,,
0000001423,Mleczna Dolina Maślanka pieczone jabłko 1 l,nabial,Y,w porcji 100 ml,72 kcal,1.5 g,1 g,11 g,9.7 g,3.5 g,0.1 g,,,,,
0000001267,aktiplus Klasyczny L.casei + witamina B6 + witamina D (6x100 g) 600 g ,nabial,Y,w porcji 100 g,63 kcal,0.9 g,0.5 g,10.7 g,10.7 g,3 g,0.1 g,,,0 g,,
0000015351,Łaciata Śmietanka 36 % 500 ml,nabial,Y,w porcji 100 ml,344 kcal,36 g,23 g,2.9 g,2.9 g,2 g,0.1 g,,,,,
0000003404,Flora Original 400g,nabial,Y,w porcji 100 g,315 kcal,35 g,7.4 g,0.5 g,0.5 g,0.5 g,0.5 g,,,,16 g,12 g
0000015340,Spółdzielnia Mleczarska w Gostyniu. Mleko zagęszczone słodzone gostyńskie 8% tłuszczu 530 g,nabial,Y,w porcji 100 g,322 kcal,8 g,4.8 g,55 g,55 g,7.3 g,0.28 g,,,,,
0000003239,Miami Jogurt waniliowy z niespodzianką 75g,nabial,Y,w porcji 100 g,98 kcal,2.5 g,1.7 g,14.7 g,14 g,4 g,0.1 g,,,,,
0000003475,Président Ser camembert lekki 170 g,nabial,Y,w porcji 100 g,197 kcal,12 g,8.2 g,0.5 g,0.5 g,22 g,1.7 g,,,,,
0000012875,Smakowita Margaryna maślany smak 450 g,nabial,N,,,,,,,,,,,,,
0000012922,Lurpak Masło klasyczne 200 g,nabial,Y,w porcji 100 g,747 kcal,82 g,53 g,0.7 g,0.7 g,0.6 g,0.01 g,,,,,
0000003476,Président Ser camembert lekki z bazylią 170 g,nabial,Y,w porcji 100 g,197 kcal,12 g,8.2 g,0.5 g,0.5 g,22 g,1.7 g,,,,,
0000016943,Danacol Jogurt pitny o smaku truskawkowym (4 x 100 g) 400 g,nabial,Y,w porcji 100 g,38 kcal,1.1 g,0.1 g,4.3 g,4 g,2.7 g,0.12 g,,,,,
0000011214,Beskidzki Miks Ekstra Maślany smak 200 g,nabial,Y,w porcji 100 g,540 kcal,60 g,29 g,0.1 g,0.1 g,0.1 g,0.24 g,,,,,
0000002115,"DANONKI Mega 3 x truskawka-wanilia, 3 x banan, (6 x 90g) 540g ",nabial,Y,w porcji 100 g,90 kcal,2.5 g,1.6 g,10.5 g,9.8 g,6.3 g,0.09 g,,,,,
0000006000,Fruvita Jogurt pitny typu islandzkiego Skyr jagoda 250 g,nabial,Y,w porcji 100 g,84 kcal,1.5 g,0.9 g,9.7 g,9.7 g,7.6 g,0.15 g,,,0.5 g,,
0000011453,Fruvita Jogurt pitny typu islandzkiego skyr naturalny 700 g,nabial,Y,w porcji 100 g,73 kcal,1.8 g,1.1 g,6.4 g,6.4 g,7.8 g,0.15 g,,,0 g,,
0000012902,Łaciaty Serek puszysty naturalny 150 g,nabial,Y,w porcji 100 g,249 kcal,23 g,16 g,4.8 g,3.7 g,5.8 g,0.7 g,,,,,
0000011664,Starbucks Skinny Latte 220 ml,nabial,Y,w porcji 100 ml,36 kcal,0.9 g,0.5 g,4.1 g,3.7 g,2.8 g,0.09 g,,,,,
0000007454,Piątnica Serek wiejski wysokobiałkowy 200g,nabial,Y,w porcji 100 g,95 kcal,3 g,2 g,2 g,2 g,15 g,0.6 g,,,,,
0000010267,Kiri Przekąska 35g,nabial,Y,w porcji 100 g,287 kcal,18 g,17 g,22 g,2.6 g,8 g,1.5 g,,,,,
0000012664,Wyśmienity Jogurt truskawkowy 135 g,nabial,Y,w porcji 100 g,88 kcal,1.9 g,1.2 g,15.1 g,13.6 g,2.5 g,0.1 g,,,,,
0000006952,Danmis Kozie mleko bez laktozy 500 ml,nabial,Y,w porcji 100 ml,53 kcal,2.5 g,1.8 g,4.3 g,4.1 g,3 g,0.09 g,,,,,
0000010275,Rama Roślinna kostka 250 g,nabial,Y,w porcji 100 g,2932 kcal,79 g,45 g,0.5 g,0.5 g,0.5 g,0 g,,,,,
0000011013,Alpro Vanilla flavour Yogurt sojowy Wanilia 400 g,nabial,Y,w porcji 100 g,66 kcal,2.2 g,0.4 g,7.5 g,7.5 g,3.7 g,0.2 g,,,0.9 g,,
0000009963,Pro-Activ 400 g,nabial,Y,w porcji 100 ml,314 kcal,35 g,7.6 g,0.5 g,0.5 g,0.5 g,0.2 g,,,,17 g,10 g
0000006513,Alpro Yogurt Sojowy Brzoskwinia 150 g,nabial,Y,w porcji 100 g,69 kcal,2.1 g,0.4 g,8.3 g,8.2 g,3.6 g,0.25 g,,,0.9 g,,
0000017858,Valio Profeel Pudding proteinowy tutti frutti bez laktozy 180 g,nabial,Y,w porcji 100 g,80 kcal,1.3 g,0.8 g,6 g,4.5 g,11 g,0.21 g,,,,,
0000006570,Krasnystaw Zsiadłe mleko 420 g,nabial,Y,w porcji 100 g,46 kcal,2 g,1.3 g,4 g,4 g,3 g,0.08 g,,,,,
0000008360,Delikate Ser typu cypryjskiego grillowy 200 g,nabial,Y,w porcji 100 g,332 kcal,26 g,17 g,0.6 g,0.6 g,24 g,2.6 g,,,0 g,,
0000015443,Go Active Skyr with strawberry filling 140 g,nabial,Y,w porcji 100 g,83 kcal,0.2 g,0.1 g,11 g,3.2 g,9.2 g,0.12 g,,,,,
0000016184,Mlekovita Wypasiony deser śmietankowy 130 g,nabial,Y,w porcji 100 g,168 kcal,9.5 g,6.4 g,18 g,9.8 g,2.5 g,0.15 g,,,,,
0000012899,Łaciaty Serek puszysty z cebulą i szczypiorkiem 150 g,nabial,Y,w porcji 100 g,250 kcal,23 g,16 g,4.9 g,3.8 g,5.8 g,0.7 g,,,,,
0000008538,Müllermilch ZERO Napój mleczny truskawka 400 g,nabial,Y,w porcji 100 g,47 kcal,1.5 g,1 g,4.9 g,4.9 g,3.5 g,0.12 g,,,,,
0000008536,Napój mleczny Müllermilch Zero Choco 400 g,nabial,Y,w porcji 100 g,52 kcal,1.7 g,1.2 g,5.3 g,4.8 g,3.7 g,0.13 g,,,,,
0000006514,Alpro Yogurt Sojowy Jagoda 150g,nabial,Y,w porcji 100 g,69 kcal,2.2 g,0.4 g,8.1 g,7.9 g,3.7 g,0.16 g,,,1 g,,
0000011012,Alpro Kirsche Yogurt sojowy Wiśnia 400 g,nabial,Y,w porcji 100 g,75 kcal,2 g,0.4 g,9.8 g,9.8 g,3.6 g,0.22 g,,,0.8 g,,
0000008537,Müllermilch ZERO Napój mleczny banan 400 g,nabial,Y,w porcji 100 g,47 kcal,1.5 g,1 g,4.9 g,4.9 g,3.5 g,0.12 g,,,,,
0000012901,Łaciaty Serek puszysty z chrzanem 150 g,nabial,Y,w porcji 100 g,231 kcal,21 g,14 g,5 g,3.9 g,5.5 g,0.7 g,,,,,
0000012665,Wyśmienity Jogurt gruszkowy 135 g,nabial,Y,w porcji 100 g,89 kcal,1.9 g,1.2 g,15.4 g,13.8 g,2.5 g,0.1 g,,,,,
0000011743,Alpro Produkt sojowy naturalny 500 g,nabial,Y,w porcji 100 g,55 kcal,3 g,1.1 g,2.3 g,2.1 g,3.9 g,0.32 g,,,0.8 g,,
0000008065,"Valio Profeel pudding proteinowy toffi-czekolada, bez laktozy 180 g",nabial,Y,w porcji 100 g,82 kcal,1.5 g,1 g,6 g,4.1 g,11 g,0.2 g,,,,,
0000010270,Piątnica Serek Homogenizowany ciasteczkowy 150g,nabial,Y,w porcji 100 g,127 kcal,5.8 g,3.9 g,12 g,12 g,6.6 g,0.1 g,,,,,
0000019286,Bakoma Maxi Meal o smaku bananowym 500 g,nabial,Y,w porcji 100 g,100 kcal,4.7 g,1.2 g,7 g,2.7 g,6.7 g,0.1 g,,,1.6 g,,
0000016722,Valio Pasteryzowany pudding proteinowy bez laktozy o smaku banan/toffi 180 g,nabial,Y,w porcji 100 g,86 kcal,1.9 g,1.1 g,7.6 g,6.2 g,9.5 g,0.29 g,,,,,
0000019287,Bakoma Maxi Meal o smaku słonego karmelu 500 g,nabial,Y,w porcji 100 g,100 kcal,4.7 g,1.2 g,7 g,2.7 g,6.7 g,0.2 g,,,1.6 g,,
0000004795,Mlekpol Maślanka Mrągowska truskawkowa 1 l,nabial,Y,w porcji 100 ml,74 kcal,1.5 g,1 g,12 g,12 g,3.2 g,0.1 g,,,,,
