item_id,item_name,item_type,nutrition_flag,wartość,kcal,fat,saturated_fat,carbohydrates,sugar,fiber,protein,salt,monounsaturated fatty acids,polyunsaturated fatty acids,polyols,starch,omega3,kJ,ergokalcyferol,dha
0000004733,Gerber Deserek Jabłuszka z truskawkami i jagodami po 8 miesiącu 190 g,dla-dzieci,Y,w porcji 100 g,51 kcal,0.1 g,0 g,11.6 g,6.9 g,,0.3 g,0 g,,,,,,,,
0000014307,"Jabłka z mango i kremowym kokosem BIO, 160 g",dla-dzieci,Y,w porcji 100 g,60 kcal,1.1 g,1 g,11.2 g,10.7 g,,0.4 g,0.05 g,,,,,,,,
0000002639,Gerber Zupka pomidorowa z ryżem i indykiem dla dzieci po 8 miesiącu 190 g,dla-dzieci,Y,w porcji 100 g,57 kcal,2.2 g,0.3 g,6.4 g,2.4 g,1.6 g,2.2 g,0.06 g,,,,,,,,
0000002510,BoboVita Potrawka z kurczakiem i szpinakiem po 12 miesiącu 250 g,dla-dzieci,Y,w porcji 100 g,66 kcal,2.2 g,0.4 g,8.3 g,2 g,1.4 g,2.6 g,0.05 g,,,,,,,,
0000010982,"Bobo Frut Nektar Jabłko, mango, brzoskwinia po 12 miesiącu 300 ml",dla-dzieci,Y,w porcji 100 ml,31 kcal,0.2 g,0 g,6.5 g,6 g,1 g,0.2 g,0 g,,,,,,,,
0000013636,Gerber Organic Słodkie ziemniaki z warzywami i kurczakiem dla niemowląt po 10. miesiącu 190 g,dla-dzieci,Y,w porcji 100 g,68 kcal,2 g,0.3 g,9.4 g,3.3 g,1 g,2.5 g,,,,,,,,,
0000004726,Gerber Deserek owocowy krem z jogurtem po 6 miesiącu 190 g,dla-dzieci,Y,w porcji 100 g,70 kcal,0.6 g,0 g,14.5 g,8.9 g,0.7 g,1.2 g,0.03 g,,,,,,,,
0000008465,Miami Napój Banan-Jabłko-Kiwi 300 ml,dla-dzieci,Y,w porcji 100 ml,34 kcal,0.5 g,0.1 g,7.9 g,7.9 g,,0.5 g,0.01 g,,,,,,,,
0000017124,"HiPP Kaszka mleczno-zbożowa Na Dobranoc Owsianka z jabłkami BIO, 250 g",dla-dzieci,Y,w porcji 100 g,427 kcal,11.7 g,1.4 g,64.6 g,36 g,3.8 g,14 g,0.55 g,,,,,,,,
0000007778,Bobo Frut Deserek jabłko banan marchew po 6 miesiącu 90 g,dla-dzieci,Y,w porcji 100 g,59 kcal,0.1 g,0 g,13.5 g,13 g,1.1 g,0.4 g,0.01 g,,,,,,,,
0000014819,"HiPP BIO od pokoleń, Jabłka-Brzoskwinie-Mirabelki, po 6. m-cu, 100 g",dla-dzieci,Y,w porcji 100 g,52 kcal,0.1 g,0 g,11.6 g,11.1 g,1.4 g,0.4 g,0.05 g,,,,,,,,
0000013908,HiPP BIO Zupka jarzynowa krem po 4. miesiącu 125 g,dla-dzieci,Y,w porcji 100 g,41 kcal,1.4 g,0.1 g,4.7 g,2.2 g,2.4 g,1.2 g,0.05 g,,,,,,,,
0000013907,"HiPP BIO od pokoleń, Jabłka z morelami, po 4. m-cu, 125 g",dla-dzieci,Y,w porcji 100 g,50 kcal,0.1 g,0 g,11.1 g,10.2 g,,0.3 g,0.05 g,,,,,,,,
0000002148,BoboVita warzywa z indykiem po 5 miesiącu 200g,dla-dzieci,Y,w porcji 100 g,241 kcal,1.8 g,0.1 g,6.8 g,1.8 g,,2.8 g,0.05 g,,,,,,,,
0000009481,Gerber Deserek jabłko morela po 6. miesiącu 80 g,dla-dzieci,Y,w porcji 100 g,48 kcal,0.1 g,0 g,10.7 g,10.1 g,1.3 g,0.4 g,0 g,,,,,,,,
0000001602,Bobo Frut Nektar Jabłko marchew 300ml po 6 miesiącu,dla-dzieci,Y,w porcji 100 ml,29 kcal,0.2 g,0 g,6 g,6 g,1 g,0.4 g,0.03 g,,,,,,,,
0000004735,"Gerber Deserek jabłka, banany kremowym twarożkiem po 6 miesiącu 190 g",dla-dzieci,Y,w porcji 100 g,85 kcal,0.6 g,0.3 g,17 g,13.3 g,1.7 g,2.1 g,0.02 g,,,,,,,,
0000014824,HiPP BIO Mus owocowo-zbożowy jabłka banany mango kokos z owsem po 6. miesiącu 100 g,dla-dzieci,Y,w porcji 100 g,73 kcal,2 g,1.6 g,11.8 g,8.8 g,2.1 g,0.9 g,0.05 g,,,,,,,,
0000001595,"Bobo Frut 100% Sok jabłko, marchewka i morela po 5 miesiącu 300 ml",dla-dzieci,Y,w porcji 100 ml,39 kcal,0.1 g,0 g,8.7 g,8 g,1 g,0.3 g,0.02 g,,,,,,,,
0000007772,Bobo Frut Deserek jabłko marchew dynia po 6 miesiącu 90 g,dla-dzieci,Y,w porcji 100 g,45 kcal,0.1 g,0 g,10 g,8.2 g,1.2 g,0.3 g,0.02 g,,,,,,,,
0000001603,"Bobo Frut Nektar Jabłko, gruszka 300 ml po 6 miesiącu",dla-dzieci,Y,w porcji 100 ml,32 kcal,0.1 g,0 g,7 g,7 g,1 g,0.2 g,0 g,,,,,,,,
0000003552,Dreamies z nutą kocimiętki 60 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000003551,Dreamies z serem karma dla kota 60g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000007546,GOURMET A LA CARTE (4x85g) 4 smaki 340g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000007556,Gourmet™ Gold Mus z tuńczykiem 85 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000003550,Dreamies z łososiem karma dla kota 60g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000002212,Activ Pet Pasztet z jagnięciną i kurczakiem 300g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000012496,Pedigree Adult Sucha karma dla psów z wołowiną i warzywami 7 kg,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000007048,Maxi Natural Karma dla psa kaczka i wołowina z jabłkiem 800g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000007547,Gourmet Perle Duet Mięsny karma dla kota 4x85g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000009476,Whiskas W galaretce z kaczką 400 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000003775,"Activ Pet dla psów dorosłych z jagnięciną, marchewką i ryżem brązowym 400g",dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000003549,Dreamies Karma uzupełniająca z pysznym kurczakiem 60 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000005790,Pedigree Mokra karma dla dorosłych psów mix smaków w galaretce (6 x 100 g) 600 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000007548,"Gourmet Perle indyk, kaczka, tuńczyk, jagnięcina karma dla kota 4x85g",dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000009399,Maxi Natural Karma dla kota kurczak z indykiem 400g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000008333,Purina ADVENTUROS STRIPS Dziki smak sarniny 90g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000003773,Activ Pet Dla psów dorosłych z sercami z kurczaka i ryżem brązowym 400g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000004117,"Felix Party Mix Ocean o smaku łososia, dorsza czarnego i pstrąga 60g",dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000012500,Sheba Finesse Mokra karma dla dorosłych kotów delikatny pasztet z kurczakiem 85 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000007953,Sheba Tacka Selection W sosie z kawałkami cielęciny 85 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000007047,Maxi Natural Karma dla psa jagnięcina i wołowina z burakiem 800g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000009744,Whiskas Mokra karma dla kotów rybne przysmaki galaretka (8 x 85 g) 680 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000007568,PEDIGREE® RANCHOS Originals Bogaty w kurczaka 70 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000006535,Maxi Natural Karma dla psa jeleń i wołowina z żurawiną 400g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000006537,Maxi Natural Karma dla psa indyk i wołowina z batatami 400g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000009398,Maxi Natural Karma dla kota wołowina z jagnięciną 400g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000007494,Puffi Karma pełnoporcjowa dla dorosłych psów z wołowiną 415g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000009475,Whiskas Mokra karma dla dorosłych kotów z kurczakiem w sosie 400 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000009390,Kitty Karma bogata w indyka z kawałkami w sosie 415g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000003774,Activ Pet Dla psów dorosłych z dziczyzną i dynią 400g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000009192,Pedigree Markies 150g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000000704,Kitty Karma pełnoporcjowa dla dorosłych kotów po sterylizacji z wołowiną 415g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000010465,Dreamies Creamy Karma uzupełniająca dla kotów z wybornym łososiem (4 x 10 g) 40 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000007549,Gourmet Perle Karma dla kotów mini fileciki w sosie z warzywami (4 x 85 g) 340 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000009477,Whiskas W galaretce z kurczakiem 400 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000007552,Gourmet™ Gold Savoury Cake z wołowiną i pomidorami 85 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000005497,"Pedigree Tender Goodness Sucha karma dla psów bogaty w drób 1,8 kg",dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000009746,Whiskas Mokra karma dla dorosłych kotów klasyczne posiłki sos (8 x 85 g) 680 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000004115,"Felix Party Mix Mixed Grill o smaku wołowiny, kurczaka i łososia 60g",dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000009712,Whiskas Tasty Mix Mokra karma dla kotów kremowe wariacje sos (8 x 85 g) 680 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000012498,Sheba Classics Mokra karma dla dorosłych kotów w terynie z kaczką i kurczakiem 85 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000007957,Sheba Classics Mokra karma dla dorosłych kotów w terynie z łososiem 85 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000014545,Crave Karma mokra dla dorosłych psów pasztet z kurczakiem i indykiem 400 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000007545,Purina One Sterilcat Indyk Zielona Fasolka karma dla kota 85 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000008334,Purina ADVENTUROS NUGGETS Dziki smak dzika 90g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000000701,Kitty Karma pełnoporcjowa dla dorosłych kotów z wołowiną i wątróbką w sosie 415g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000007551,Gourmet Gold - łosoś i kurczak w sosie 85 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000007176,Activ Pet Dental Sticks Medium 400 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000008324,Felix Fantastic Karma dla kotów wiejskie smaki w galaretce (4 x 85 g) 340 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000015705,Gourmet Revelations Karma dla kotów mus z kurczakiem w kaskadzie sosu 2 x 57 g 114 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000009745,Whiskas Mokra karma dla starszych kotów drobiowa uczta galaretka (8 x 85 g) 680 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000004758,Sheba Selection Mokra karma dla dorosłych kotów w sosie soczyste smaki (4 x 85 g) 340 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000007177,Activ Pet Dental Sticks Maxi 400 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000003676,"PURINA ONE STERILCAT Bogata w Wołowinę i Pszenicę 1,5kg",dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000012499,Sheba Classics Mokra karma dla dorosłych kotów w terynie z dziczyzną 85 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000007952,Sheba Tacka Classic in terrine Koktajl drobiowy 85 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000007557,Gourmet™ Gold Mus z kurczakiem 85g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000008321,Felix Fantastic Karma dla kotów wiejskie smaki w galaretce (4 x 85 g) 340 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000004116,"Felix Party Mix Original o smaku Kurczaka, Wątróbki i Indyka 60g",dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000007543,One Adult Kurczak Zielona Fasolka 85g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000004757,Sheba Delicacy in Jelly Drobiowe Smaki 4x85 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000007492,Puffi Karma pełnoporcjowa dla dorosłych psów z indykiem 415g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000009389,Kitty Karma bogata w wołowinę z kawałkami w sosie 415g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000005384,Kitty Premium Saszetka dla kota kawałki szarpane z kurczakiem / z łososiem w sosie 4x85g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000008323,Felix Fantastic Karma dla kotów wybór smaków w galaretce (4 x 85 g) 340 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000012501,Sheba Sauce Collection Mokra karma dla dorosłych kotów z cielęciną w jasnym sosie 85 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000007544,Purina One Indoor Tuńczyk Zielona Fasolka 85 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000005876,Kitty Mus z indykiem 100g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000010737,"Kitty Żwirek dla kotów silikonowy 3,8 l",dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000002239,"Whiskas Sucha karma dla dorosłych kotów z pyszną wołowiną 1,9 kg",dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000017700,Pedigree Ranchos Superfoods Karma uzupełniająca przysmak dla dorosłych psów indyk z żurawiną & ryżem 70 g ,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000008503,Pedigree Schmackos 144g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000000699,Kitty Karma pełnoporcjowa dla dorosłych kotów z kurczakiem i cielęciną w sosie 415g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000007950,Sheba Sauce Collection Mokra karma dla dorosłych kotów frykasy z indykiem i warzywami 85 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000007553,Gourmet Gold Karma dla kotów mus z wołowiną 85 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000010913,Perfect Fit Sensitive 1+ Sucha karma dla kotów 1 kg,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000007290,Sheba Fresh & Fine Mokra karma dla dorosłych kotów w sosie (6 x 50 g) 300 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000008332,Purina ADVENTUROS STICS Dziki smak bawoła 120g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000014490,Crave Karma mokra dla dorosłych psów pasztet z jagnięciną i wołowiną 400 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000010912,Perfect Fit Sterile 1+ Sucha karma dla kotów 1 kg,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000001765,Kitty Karma pełnoporcjowa dla dorosłych kotów w saszetkach Kawałki w sosie 4x100g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000010466,Dreamies Creamy Karma uzupełniająca dla kotów z pysznym kurczakiem (4 x 10 g) 40 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000009215,Felix Soup Original Rybne smaki (6x48g) 288 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000017051,Puffi baton z wołowiną 1000 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000005874,Kitty Mus z jagnięciną 100g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000003807,"Pedigree kurczak, marchewka 400g",dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000008667,Activ Pet Przysmak kurczak z kokosem i nasionami chia 100g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000003806,Pedigree z wołowiną 400 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000006485,Kitty Żwirek bentonitowy superchłonny  5 l,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000007706,Activ Pet Przysmak filety z kurczaka 100 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000003573,Puffi z wołowiną karma dla psa 10 kg,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000009216,Felix Soup ORIGINAL Wiejskie smaki (6x48g) 288 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000005877,Kitty Mus z łososiem 100g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000008320,Felix Fantastic Karma dla kotów wiejskie smaki w galaretce (4 x 85 g) 340 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000009193,Pedigree Multi Biscrok 200 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000008504,Pedigree Markies 500g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000010464,Dreamies Meaty Sticks Karma uzupełniająca dla kotów z kurczakiem (6 x 5 g) 30 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000003808,Pedigree junior kurczak 400 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000004600,Kitty Karma pełnoporcjowa z drobiem pasztet dla dorosłych kotów wszystkich ras 400g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000009213,Pedigree Rodeo Duos Bekon/Kurczak 7 szt. 123 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000004601,"Kitty Karma pełnoporcjowa z wątróbką drobiową , pasztet dla dorosłych kotów wszystkich ras , 400g",dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000010294,"Purina One Bifensis Indoor Formula Karma dla dorosłych kotów bogata w indyka 1,5 kg",dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000003677,"Karma dla kotów PURINA ONE STERILCAT Bogata w Łososia i Pszenicę 1,5 kg",dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000004168,"Kitty Karma sucha dla kotów po sterylizacji z kurczakiem 1,8 kg",dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000006616,ActivPet dorosły małe rasy z kurczakiem i warzywami / z wołowiną i warzywami 4x100 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000008498,"Maxi Natural Karma dla psa małej rasy, cielęcina z królikiem i zielonym groszkiem bez dodatku zbóż 150 g",dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000006615,ActivPet dorosły małe rasy z indykiem i marchewką / z jagnięciną i drobiem 4x100 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000005375,Kitty Premium Saszetka dla kota kawałki szarpane z wołowiną / jagnięciną w sosie 4x85g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000017097,Frolic Mini Sucha karma dla dorosłych psów ze świeżą wołowiną 800 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000008502,Kitty Karma sucha bez dodatku zbóż Kurczak 1 kg,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000007569,PEDIGREE® RANCHOS Originals z Wołowiną 70 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000003075,Kitty Karma sucha z kurczakiem i warzywami 2 kg,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000007174,Kitty Pałeczki mięsne z kurczakiem i wątróbką 40g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000008500,"Maxi Natural Karma dla psa małej rasy, wołowina z przepiórką i borówką bez dodatku zbóż 150 g",dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000008499,"Maxi Natural Karma dla psa małej rasy, kurczak z cielęciną i dynią bez dodatku zbóż 150 g",dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000009869,Crave Karma dla psów 1 kg,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000004173,Puffi Karma pełnoporcjowa dla dorosłych psów z jagnięciną 1240 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000017313,Pedigree Mini Adult <10 kg Sucha karma dla psów z wołowiną i warzywami 2 kg,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000007542,Purina One Junior Łosoś karma dla kota 85 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000005496,Pedigree MAŁE RASY z wołowiną i warzywami 2 kg,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000005225,Kitty Pasztet z tuńczykiem 185 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000009868,Crave Karma dla dorosłych psów z kurczakiem i indykiem 1 kg,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000002237,"Whiskas Sterile Sucha karma dla dorosłych kotów z pysznym kurczakiem 1,75 kg",dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000005020,Activ Pet Plus z jagnięciną dla psów dorosłych 2 kg,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000005226,Kitty Pasztet z kurczakiem 185 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000008316,"Chappi Sucha karma dla dorosłych psów z wołowiną drobiem i warzywami 2,7 kg",dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000004695,"Puffi Karma pełnoporcjowa dla dorosłych psów wszystkich ras, kawałki z wołowiną 1240g",dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000007537,Puffi Karma pełnoporcjowa dla psów z wołowiną 2 kg,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000003076,Kitty Karma sucha z wołowiną i warzywami 2 kg,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000007539,Perfect Fit Adult 1+ <10 kg Sucha karma dla dorosłych psów 1400 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000007603,Maxi Natural Karma dla kota Cielęcina z jagnięciną 85g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000008501,Kitty Karma sucha bez dodatku zbóż Wołowina 1 kg,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000004694,Puffi Karma pełnoporcjowa dla dorosłych psów z drobiem 1240 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000011868,"Perfect Fit Junior <1 <10 kg Sucha karma dla szczeniąt 1,4 kg",dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000013006,Perfect Fit Adult bogaty w Kurczaka M/L 825g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000008328,Purina One Mini Adult Karma dla psów z  wołowiną i ryżem 800 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000009747,Whiskas Mokra karma dla dorosłych kotów drobiowa uczta w sosie (8 x 85 g) 680 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000012503,Sheba Kitten Mokra karma dla kociąt w sosie wybór smaków (4 x 85 g) 340 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000008621,Przekąski stomatologiczne DENTALIFE Small  7 szt 115 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000003675,"PURINA ONE ADULT Bogata w Kurczaka i Pełne Ziarna 1,5 kg",dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000014175,Butcher's Natural&Healthy Dog Sucha karma dla psa z wołowiną 3kg,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000007604,Maxi Natural Karma dla kota Kurczak z królikiem 85g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000005648,"Sheba Selection Mokra karma dla dorosłych kotów w sosie soczyste smaki (12 x 85 g) 1,02 kg",dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000013571,Whiskas Pure Delight Junior Mokra karma dla kociąt z kurczakiem galaretka 85 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000008322,Felix Fantastic Junior Karma dla kociąt wybór smaków w galaretce (4 x 85 g) 340 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000013305,"Pedigree Junior Sucha karma dla szczeniąt z drobiem i warzywami 2,6 kg",dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000007175,Activ Pet Dental Sticks Mini Małe rasy 400 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000002238,"Whiskas Sucha karma dla dorosłych kotów z pysznym tuńczykiem 1,9 kg",dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000013005,Perfect Fit Sensitive 1+ <10 kg Sucha karma dla dorosłych psów 825 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000008506,Pedigree Markies 500g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000008317,"Chappi Sucha karma dla dorosłych psów z drobiem i warzywami 2,7 kg",dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000007720,Puffi Karma pełnoporcjowa dla dorosłych psów z cielęciną 1240 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000008327,Purina One Mini Sensitive Karma dla psów z łososiem z ryżem 800 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000009865,Pedigree DentaStix Duże rasy 270 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000007605,Maxi Natural Karma dla kota Wołowina z gęsiną 85g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000016148,Friskies Karma dla psów w sosie 12 x 100 g 1200 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000014232,Active Pet Przysmak gryzak wołowy z kaczką bez dodatku zbóż 100 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000007811,Kitty Karma pełnoporcjowa light dla dorosłych kotów wszystkich ras.,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000014230,Active Pet Karma uzupełniająca dla psów mix treningowy 200 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000014558,Perfect Fit Junior <1 Karma dla kociąt 750 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000005650,Sheba Sel in Sauce Mix Smaków 12x85 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000014164,Butcher's Original Beef in Gravy Karma dla psa kawałki z wołowiną w sosie 400 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000013965,Butcher's Pro Series Dog Junior Karma sucha dla psów z łososiem 800 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000013826,Shelma Karma dla dorosłych kotów bezzbożowe fileciki gotowane na parze w sosie 4 x 85 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000013549,PreVital Karma dla kotów w sosie 4 x 100 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000013696,Sheba Select Slices Mokra karma dla dorosłych kotów z kurczakiem 85 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000005791,Pedigree Mokra karma dla dorosłych psów mix smaków z warzywami w sosie (6 x 100 g) 600 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000005789,Pedigree Junior Mokra karma dla szczeniąt mix smaków z ryżem w galaretce (6 x 100 g) 600 g,dla-zwierzat,N,,,,,,,,,,,,,,,,,
0000013733,Dentalife Extra Mini Uzupełniająca karma dla dorosłych psów 69 g (7 sztuk),dla-zwierzat,N,,,,,,,,,,,,,,,,,
